cityname;latitude;longitude;population;countryname;iso3
Cahul;45.90788129;28.19444413;48949.5;Moldova;MDA
Caibarien;22.5157949;-79.47223983;25431;Cuba;CUB
Caico;-6.459619935;-37.10001998;42378;Brazil;BRA
Cairns;-16.88783986;145.7633309;132107;Australia;AUS
Cairo;30.04996035;31.24996822;9813807;Egypt;EGY
Cajabamba;-7.619600811;-78.04000167;12036.5;Peru;PER
Cajamarca;-7.150017071;-78.53002344;138832.5;Peru;PER
Calabar;4.960406513;8.330023558;354656.5;Nigeria;NGA
Calabozo;8.930396748;-67.43997685;110907;Venezuela;VEN
Calais;50.95041587;1.833314167;83317;France;FRA
Calais;45.16598859;-67.24239201;1781.5;United States of America;USA
Calama;-22.45001341;-68.91998987;134336.5;Chile;CHL
Calarasi;44.20627972;27.32591833;71195.5;Romania;ROU
Calatrava;1.116403421;9.418587604;628;Equatorial Guinea;GNQ
Calbayog;12.06718203;124.6041666;55015;Philippines;PHL
Calbuco;-41.75220107;-73.14159106;6933.5;Chile;CHL
Caldera;-27.06962807;-70.83002832;10259;Chile;CHL
Caldwell;43.66096417;-116.6705378;83403;United States of America;USA
Calgary;51.08299176;-114.0799982;1012661;Canada;CAN
Cali;3.399959126;-76.49996647;2216418;Colombia;COL
Callao;-12.07002684;-77.13496647;786231.5;Peru;PER
Caloundra;-26.80003213;153.1333296;33737;Australia;AUS
Calucinga;-11.31958169;16.19998246;531;Angola;AGO
Calulo;-9.999610577;14.90001013;795;Angola;AGO
Caluula;11.96695559;50.75001827;513;Somalia;SOM
Cam Pha;21.04043276;107.320002;75925.5;Vietnam;VNM
Cam Ranh;11.90202415;109.2206612;85327;Vietnam;VNM
Camabatela;-8.189591859;15.37000728;12731;Angola;AGO
Camacupa;-12.01959064;17.46998246;19489;Angola;AGO
Camaguey;21.38082542;-77.91693425;321583.5;Cuba;CUB
Camana;-16.61961994;-72.71999048;18695;Peru;PER
Camaqua;-30.83963051;-51.81000065;45112.5;Brazil;BRA
Camargo;-20.63958128;-65.20998377;4715;Bolivia;BOL
Cambridge;52.20039125;0.116623086;128488;United Kingdom;GBR
Cambridge Bay;69.11695559;-105.0333153;1477;Canada;CAN
Cameta;-2.239619121;-49.509986;22705;Brazil;BRA
Camiri;-20.05000486;-63.51998356;19212.5;Bolivia;BOL
Camocim;-2.89999225;-40.85002364;27794.5;Brazil;BRA
Camooweal;-19.91673134;138.1166752;187;Australia;AUS
Camp Sobral;-81.17908472;-40.50153152;20;Antarctica;ATA
Campana;-34.15999632;-58.95997766;77149.5;Argentina;ARG
Campbell River;50.01708783;-125.2499882;29941.5;Canada;CAN
Campeche;19.82998985;-90.49999048;204048.5;Mexico;MEX
Campina Grande;-7.230012188;-35.88001693;383098.5;Brazil;BRA
Campinas;-22.90001178;-47.10002975;1911277;Brazil;BRA
Campo Belo;-20.88959186;-45.2799858;42042.5;Brazil;BRA
Campo Grande;-20.45003213;-54.61662521;687723;Brazil;BRA
Campo Maior;-4.820030091;-42.18001998;24089.5;Brazil;BRA
Campo Murao;-24.04960569;-52.41998926;74173;Brazil;BRA
Campoalegre;2.690002461;-75.33001205;17058.5;Colombia;COL
Campobasso;41.56299912;14.65599656;50762;Italy;ITA
Campos;-21.74995278;-41.32002079;378943;Brazil;BRA
Camrose;53.01669802;-112.8166386;15747;Canada;CAN
Can Tho;10.04999249;105.7700191;690299;Vietnam;VNM
Canakkale;40.14593325;26.4063879;74667;Turkey;TUR
Cananea;30.99041974;-110.3000481;28625.5;Mexico;MEX
Canas;10.42999514;-85.10001001;15365;Costa Rica;CRI
Canatlan;24.51998781;-104.7799974;7806.5;Mexico;MEX
Canavieiras;-15.64004148;-38.96000981;26375;Brazil;BRA
Canberra;-35.28302855;149.1290262;280866;Australia;AUS
Cancun;21.16995974;-86.83000777;489452.5;Mexico;MEX
Canela;-29.36003091;-50.81001001;47167;Brazil;BRA
Canelones;-34.53800401;-56.28400149;19698;Uruguay;URY
Cangamba;-13.69959145;19.86001745;1307;Angola;AGO
Cangzhou;38.32038576;116.8700134;527681;China;CHN
Caninde;-4.35003294;-39.30998845;32085;Brazil;BRA
Cankiri;40.60700101;33.62100359;71379;Turkey;TUR
Cankuzo;-3.166703921;30.51669662;6585;Burundi;BDI
Canoas;-29.91999673;-51.17998743;466661;Brazil;BRA
Canoinhas;-26.17996662;-50.4000092;40180;Brazil;BRA
Canton;40.79886497;-81.37863509;168410;United States of America;USA
Cantwell;63.39159446;-148.9507896;222;United States of America;USA
Cao Bang;22.66399806;106.2680046;41112;Vietnam;VNM
Cao Lanh;10.46700013;105.6359976;149837;Vietnam;VNM
Capanema;-1.190019105;-47.17999903;45831;Brazil;BRA
Cap-Chat;49.09996035;-66.68330469;1475;Canada;CAN
Cape Coast;5.11037152;-1.249986004;139265.5;Ghana;GHA
Cape Coral;26.60290977;-81.97968368;117387.5;United States of America;USA
Cape Dorset;64.31251972;-76.53857863;1326;Canada;CAN
Cape Girardeau;37.30582237;-89.51808659;38165.5;United States of America;USA
Cape Town;-33.92001097;18.43498816;2823929;South Africa;ZAF
Capenda-Camulemba;-9.4195943;18.43002722;79842.5;Angola;AGO
Cap-Haitien;19.7592224;-72.21251602;208151;Haiti;HTI
Capitan Arturo Prat Station;-62.49950682;-59.68331852;41;Antarctica;ATA
Capitan Pablo Lagerenza;-19.91611123;-60.78327722;1200;Paraguay;PRY
Capitao Poco;-1.74962319;-47.09000452;32704;Brazil;BRA
Capitol Hill;15.21125368;145.7505761;1764;Northern Mariana Islands;MNP
Caracarai;1.816231505;-61.12767481;11368;Brazil;BRA
Caracas;10.50099855;-66.91703719;2400339.5;Venezuela;VEN
Carahue;-38.70948606;-73.16998885;8592;Chile;CHL
Caratinga;-19.79002073;-42.13999658;47517.5;Brazil;BRA
Carazinho;-28.2900187;-52.80004358;49145;Brazil;BRA
Carbondale;37.72683026;-89.22024947;28473;United States of America;USA
Cardenas;22.00001243;-99.66999923;15331;Mexico;MEX
Cardiff;51.49999473;-3.22500757;603750;United Kingdom;GBR
Carhue;-37.1828609;-62.73331323;7190;Argentina;ARG
Carlini Station;-62.22414386;-58.65047599;40;Antarctica;ATA
Carlisle;54.87999514;-2.929986818;69270;United Kingdom;GBR
Carlsbad;32.420565;-104.2282998;25240;United States of America;USA
Carmelo;-33.98961912;-58.29999211;15113.5;Uruguay;URY
Carnarvon;-24.89983803;113.6501066;7392;Australia;AUS
Carnarvon;-30.94959796;22.13331539;5785;South Africa;ZAF
Carnot;4.933689798;15.8666178;32298;Central African Republic;CAF
Carora;10.18998395;-70.07999658;121749.5;Venezuela;VEN
Carpina;-7.840000795;-35.26000309;118134;Brazil;BRA
Carson City;39.16384849;-119.7663953;53767;United States of America;USA
Cartagena;10.39973859;-75.51439356;887000;Colombia;COL
Cartagena;37.60042971;-0.980028322;166276.5;Spain;ESP
Cartago;4.749980081;-75.91002832;123170;Colombia;COL
Cartago;9.86997764;-83.92997807;111770;Costa Rica;CRI
Cartwright;53.70140663;-57.01214114;505;Canada;CAN
Caruaru;-8.280025616;-35.98001083;238732.5;Brazil;BRA
Carupano;10.67000633;-63.23000126;119187.5;Venezuela;VEN
Casa Grande;32.87937421;-111.7566258;38396.5;United States of America;USA
Casablanca;33.59997622;-7.616367433;3162954.5;Morocco;MAR
Cascavel;-24.95957599;-53.46002914;229300;Brazil;BRA
Caserta;41.05996014;14.33735714;164744;Italy;ITA
Casey Station;-66.28608614;110.536214;125;Antarctica;ATA
Casma;-9.440006491;-78.20999129;27421;Peru;PER
Casper;42.86661989;-106.3124878;56149;United States of America;USA
Castanhal;-1.28959959;-47.93003076;125314.5;Brazil;BRA
Castello;39.97041424;-0.05000757;176360;Spain;ESP
Castelo Branco;39.81099615;-7.487999559;33479;Portugal;PRT
Castillos;-34.16960814;-53.82998071;7686;Uruguay;URY
Castries;14.00197349;-61.00000818;24298.5;Saint Lucia;LCA
Castro;-24.79002562;-50.00998132;38417.5;Brazil;BRA
Castro;-42.48076159;-73.76233415;25184.5;Chile;CHL
Cat Lake;51.71703575;-91.79998865;277;Canada;CAN
Catalao;-18.18004148;-47.9500037;53646.5;Brazil;BRA
Catamarca;-28.47000771;-65.78000065;162586;Argentina;ARG
Catanduva;-21.14001585;-48.97996668;105238;Brazil;BRA
Catania;37.49997072;15.07999914;482908;Italy;ITA
Catanzaro;38.9003762;16.60000972;90541;Italy;ITA
Catio;11.21670002;-15.16670049;9898;Guinea Bissau;GNB
Cauquenes;-35.96004148;-72.31998906;24155;Chile;CHL
Caxias;-4.833000876;-43.35002608;134640;Brazil;BRA
Caxias do Sul;-29.17999022;-51.17003972;377580.5;Brazil;BRA
Caxito;-8.579542217;13.65998246;15665.5;Angola;AGO
Cayambe;0.050370299;-78.15999435;27231.5;Ecuador;ECU
Cayenne;4.932992166;-52.33002059;57179.5;France;FRA
Cazombo;-11.88957273;22.90003861;298;Angola;AGO
Cebu;10.31997601;123.9000752;806817;Philippines;PHL
Cedar City;37.67742759;-113.061094;25371.5;United States of America;USA
Cedar Rapids;41.96998212;-91.66002303;149338.5;United States of America;USA
Ceduna;-32.09913464;133.6622674;1252.5;Australia;AUS
Ceerigaabo;10.58329807;47.33330461;165000;Somaliland;SOL
Celaya;20.53002464;-100.8000078;344799;Mexico;MEX
Celeken;39.43615488;53.12259119;1206;Turkmenistan;TKM
Central Coast;-33.42004148;151.3000048;3026;Australia;AUS
Centralia;46.71641075;-122.9529708;16993.5;United States of America;USA
Ceres;-15.30331785;-49.60519983;18658.5;Brazil;BRA
Cerrillos;-24.89963133;-65.48330042;11498;Argentina;ARG
Cerro de Pasco;-10.69000771;-76.26998051;108071;Peru;PER
Ceske Budejovice;48.98001935;14.46003699;97452;Czech Republic;CZE
Ceuta;35.88898378;-5.30699935;78674;Spain;ESP
Chabahar;25.30040529;60.62993201;56544;Iran;IRN
Chacabuco;-34.65004393;-60.48998763;26645;Argentina;ARG
Chachapoyas;-6.229608135;-77.87001205;23128.5;Peru;PER
Chachoengsao;13.67900105;101.0760037;49741;Thailand;THA
Chadron;42.82791424;-103.0030774;5686.5;United States of America;USA
Chagda;60.10001243;133.8999816;10;Russia;RUS
Chaghcharan;34.5167011;65.25000063;15000;Afghanistan;AFG
Chaguaramas;9.215934874;-63.75226913;12500;Venezuela;VEN
Chainat;15.17900402;100.1259997;15469;Thailand;THA
Chaiyaphum;15.8040082;102.0386189;55191;Thailand;THA
Chake Chake;-5.239539369;39.77001664;35822.5;Tanzania;TZA
Chalatenango;14.07200406;-89.09399649;29271;El Salvador;SLV
Chalkida;38.46399457;23.61239823;63200;Greece;GRC
Challapata;-18.89958413;-66.77999129;8565;Bolivia;BOL
Chaman;30.92504905;66.44632117;88568;Pakistan;PAK
Chamdo;31.16668805;97.23327917;93140;China;CHN
Chamical;-30.34958291;-66.3166604;8989;Argentina;ARG
Champasak;14.88330011;105.8667036;12994;Laos;LAO
Champoton;19.35043256;-90.72000289;25722.5;Mexico;MEX
Chanaral;-29.03002521;-71.43001754;13543;Chile;CHL
Chancay;-11.55961871;-77.26997115;18601;Peru;PER
Chandigarh;30.71999697;76.78000565;946685.5;India;IND
Chandrapur;19.9699813;79.30000688;461734.5;India;IND
Changchun;43.86500856;125.3399873;2860210.5;China;CHN
Changde;29.02999676;111.6800459;993390;China;CHN
Changhua;24.07340008;120.5134086;493294;Taiwan;TWN
Changling;44.26999676;123.9899922;46703.5;China;CHN
Changping;40.22476564;116.1943957;372410.5;China;CHN
Changsha;28.19996991;112.969993;2338969;China;CHN
Changting;25.8669857;116.3166621;87458;China;CHN
Changwon;35.21910219;128.583562;1081499;South Korea;KOR
Changyon;38.25173362;125.1020691;44176;North Korea;PRK
Changzhi;36.18387534;113.1052819;706000;China;CHN
Changzhou;31.77998395;119.9699792;1138009;China;CHN
Channel-Port aux Basques;47.56700482;-59.15004358;3232;Canada;CAN
Chanthaburi;12.61327272;102.0978918;94950.5;Thailand;THA
Chaoyang;41.55042116;120.4199776;440150.5;China;CHN
Chaozhou;23.68003908;116.630028;424787;China;CHN
Chapadinha;-3.739527569;-43.35999964;29807.5;Brazil;BRA
Chapaev;50.19149579;51.14492956;3515.5;Kazakhstan;KAZ
Chapayevsk;52.97432334;49.72434444;88655.5;Russia;RUS
Chapleau;47.83370689;-83.40001042;2663;Canada;CAN
Charagua;-19.79958087;-63.2199502;3025;Bolivia;BOL
Charana;-17.5996118;-69.46659733;197;Bolivia;BOL
Charata;-27.21628579;-61.19999597;18297;Argentina;ARG
Charikar;35.01826174;69.16791215;53676;Afghanistan;AFG
Charleroi;50.42039654;4.450001992;272749.5;Belgium;BEL
Charleston;32.79237693;-79.99210474;254295;United States of America;USA
Charleston;38.34973798;-81.63272811;87113;United States of America;USA
Charleville;-26.40000486;146.2500288;1900;Australia;AUS
Charlotte;35.20499453;-80.83003809;943574.5;United States of America;USA
Charlottesville;38.02918907;-78.47692591;61314;United States of America;USA
Charlottetown;46.24928164;-63.13132512;36847.5;Canada;CAN
Charters Towers;-20.08090737;146.2587105;8369.5;Australia;AUS
Chascomus;-35.56621539;-58.01662439;21054;Argentina;ARG
Chattanooga;35.06998985;-85.25000086;206571.5;United States of America;USA
Chau Doc;10.70039207;105.1166739;70239;Vietnam;VNM
Chauk;20.90847699;94.8230387;85016.5;Myanmar;MMR
Cheboksary;56.12997052;47.25002519;444027.5;Russia;RUS
Chegdomyn;51.11779584;133.0241178;7485.5;Russia;RUS
Chegga;25.38040041;-5.779967897;10;Mauritania;MRT
Chelyabinsk;55.15499127;61.43866817;1018802;Russia;RUS
Chelyuskin;77.71697329;104.2500085;885;Russia;RUS
Chemnitz;50.82998395;12.91997595;274931.5;Germany;DEU
Chengde;40.96037966;117.9300004;377629;China;CHN
Chengdu;30.67000002;104.0700195;4036718.5;China;CHN
Chennai;13.08998781;80.27999874;5745531.5;India;IND
Chenzhou;25.80042645;113.0300927;251017.5;China;CHN
Cheongju;36.64389895;127.5011991;719420.5;South Korea;KOR
Chepes;-31.34998696;-66.5999506;6020;Argentina;ARG
Cherbourg;49.65039187;-1.649987428;60991;France;FRA
Cheremkhovo;53.15880821;103.0738529;51686.5;Russia;RUS
Cherepanovo;54.23362632;83.36880245;15094.5;Russia;RUS
Cherepovets;59.14043276;37.90997514;265606.5;Russia;RUS
Cherkasy;49.43472028;32.07090002;285694.5;Ukraine;UKR
Cherkessk;44.29040895;42.06000606;101153;Russia;RUS
Cherlak;54.16047833;74.82002193;7060.5;Russia;RUS
Chernihiv;51.50492983;31.3015413;293656.5;Ukraine;UKR
Chernivtsi;48.30530601;25.92155961;267250.5;Ukraine;UKR
Chernobyl;51.38940716;30.09887569;0;Ukraine;UKR
Chernogorsk;53.8313253;91.22268998;39815.5;Russia;RUS
Chernyakhovsk;54.6316382;21.81085445;42356.5;Russia;RUS
Chernyshevskiy;63.01275454;112.4714188;5137;Russia;RUS
Cherskiy;68.75005292;161.3300386;3707;Russia;RUS
Chester;53.20002016;-2.919987428;83285.5;United Kingdom;GBR
Chesterfield Inlet;63.33829022;-90.70008163;374;Canada;CAN
Chetumal;18.50001935;-88.29999557;144464.5;Mexico;MEX
Chevery;50.48132306;-59.60978296;284;Canada;CAN
Cheyenne;41.14000694;-104.8197107;64185;United States of America;USA
Chiang Mai;18.7999752;98.98004594;299081.5;Thailand;THA
Chiang Rai;19.91187115;99.82645422;97941.5;Thailand;THA
Chiayi;23.47545209;120.4350671;387106;Taiwan;TWN
Chibemba;-15.74959552;14.0800085;1502;Angola;AGO
Chibia;-15.1896297;13.69000647;1411;Angola;AGO
Chicago;41.82999066;-87.75005497;5915976;United States of America;USA
Chiclayo;-6.762908916;-79.83658452;587083.5;Peru;PER
Chico;39.72862022;-121.8363982;83226.5;United States of America;USA
Chicoutimi;48.43330853;-71.06670638;53940;Canada;CAN
Chifeng;42.27001548;118.9499898;811827;China;CHN
Chignik;56.295671;-158.4022282;118;United States of America;USA
Chihuahua;28.64498151;-106.0849823;750633.5;Mexico;MEX
Chilca;-12.5196118;-76.73997766;6556;Peru;PER
Childress;34.4248871;-100.2139195;5662;United States of America;USA
Chilecito;-29.16552081;-67.49999903;20343;Argentina;ARG
Chililabombwe;-12.36959511;27.8199967;69698;Zambia;ZMB
Chillan;-36.60000242;-72.10599695;149874;Chile;CHL
Chilliwack;49.16664878;-121.949983;51942;Canada;CAN
Chilpancingo;17.54997398;-99.5000096;173818.5;Mexico;MEX
Chimaltenango;14.66199914;-90.8199985;82370;Guatemala;GTM
Chimbote;-9.070003236;-78.56999516;333406;Peru;PER
Chimboy;42.93113792;59.77075964;34277.5;Uzbekistan;UZB
Chimoio;-19.12003579;33.47003943;242538.5;Mozambique;MOZ
Chinandega;12.63037762;-87.13004114;132705;Nicaragua;NIC
Chincha Alta;-13.41960854;-76.13998845;138608;Peru;PER
Chingola;-12.53961058;27.85002071;165289.5;Zambia;ZMB
Chinhoyi;-17.35962645;30.18000769;52812;Zimbabwe;ZWE
Chiniot;31.71998761;72.97997921;201781;Pakistan;PAK
Chinsali;-10.54960285;32.0599963;7482.5;Zambia;ZMB
Chipata;-13.62956989;32.64001257;82455;Zambia;ZMB
Chiquimula;14.79699906;-89.54399653;41521;Guatemala;GTM
Chiquinquira;5.620392068;-73.81994918;49634.5;Colombia;COL
Chiradzulu;-15.7;35.1833333;1580;Malawi;MWI
Chirala;15.86041302;80.33999508;170000.5;India;IND
Chiramba;-16.89210976;34.65585852;556;Mozambique;MOZ
Chirchiq;41.45497479;69.55998124;155093.5;Uzbekistan;UZB
Chiredzi;-21.04958209;31.66002071;17816.5;Zimbabwe;ZWE
Chiromo;-16.55001178;35.1332454;25235;Malawi;MWI
Chisinau;47.00502362;28.85771114;662064;Moldova;MDA
Chistopol;55.36477175;50.64067094;52232.5;Russia;RUS
Chita;52.05502545;113.4650016;293153.5;Russia;RUS
Chitado;-17.31962889;13.92001827;468.5;Angola;AGO
Chitipa;-9.716217022;33.26664099;11118;Malawi;MWI
Chitre;7.970016092;-80.42003727;44024;Panama;PAN
Chittagong;22.32999229;91.79996741;4224611;Bangladesh;BGD
Chitungwiza;-18.00000079;31.10000321;331071;Zimbabwe;ZWE
Chivilcoy;-34.89995115;-60.03998926;43719;Argentina;ARG
Chlef;36.17041363;1.319960489;449167;Algeria;DZA
Choele Choel;-39.26660968;-65.68331405;9895.5;Argentina;ARG
Chokurdakh;70.61831097;147.8945796;2506;Russia;RUS
Cholpon Ata;42.65133588;77.08107255;14086.5;Kyrgyzstan;KGZ
Choluteca;13.30067263;-87.19081262;87650.5;Honduras;HND
Choma;-16.80947915;26.97002274;42324;Zambia;ZMB
Chon Buri;13.40040814;100.9999743;221340.5;Thailand;THA
Chonchi;-42.61002317;-73.80994979;381;Chile;CHL
Chone;-0.689584535;-80.09000574;40379;Ecuador;ECU
Chongjin;41.78461875;129.79;499807;North Korea;PRK
Chongju;39.68128461;125.2163256;85417;North Korea;PRK
Chongqing;29.56497703;106.5949816;5214014;China;CHN
Chos Malal;-37.38295205;-70.26657434;8556;Argentina;ARG
Chosan;40.82547833;125.8008378;7786;North Korea;PRK
Chosica;-11.93003538;-76.71000533;44572.5;Peru;PER
Chota;-6.549588604;-78.65004195;13452;Peru;PER
Choybalsan;48.06658673;114.5060233;33376;Mongolia;MNG
Christchurch;-43.53503131;172.6300207;295351.5;New Zealand;NZL
Christiansted;17.75037518;-64.749986;32543;United States Virgin Islands;VIR
Chukai;4.233241596;103.4478869;63535.5;Malaysia;MYS
Chulucanas;-5.089574362;-80.17000086;60435;Peru;PER
Chumbicha;-28.86662433;-66.23330632;2572;Argentina;ARG
Chumikan;54.7113945;135.3145141;1305;Russia;RUS
Chumphon;10.51267743;99.18721676;70760.5;Thailand;THA
Chuncheon;37.87470237;127.7341565;218127.5;South Korea;KOR
Chuquicamata;-22.31999551;-68.92998926;11941;Chile;CHL
Chur;46.85002016;9.500029662;35361;Switzerland;CHE
Churchill;58.76598533;-94.1659941;961.5;Canada;CAN
Churchill Falls;53.52640851;-63.98067896;75;Canada;CAN
Chusovoy;58.2934302;57.81304968;61159;Russia;RUS
Chuxiong;25.03641624;101.5455741;254370;China;CHN
Ciego de Avila;21.83999636;-78.76194727;122343.5;Cuba;CUB
Cienaga;11.01039899;-74.25000045;109741;Colombia;COL
Cienfuegos;22.14444806;-80.44029444;146549.5;Cuba;CUB
Cilacap;-7.718819561;109.0154024;1174964;Indonesia;IDN
Cincinnati;39.16188479;-84.45692265;971191;United States of America;USA
Circle;65.82589032;-144.0605197;100;United States of America;USA
Cirebon;-6.733298321;108.5666442;254298;Indonesia;IDN
Ciudad Altamirano;18.32039207;-100.6500169;24533;Mexico;MEX
Ciudad Bolivar;8.099982319;-63.60000452;317971.5;Venezuela;VEN
Ciudad Camargo;27.69041445;-105.1700511;35904.5;Mexico;MEX
Ciudad Constitucion;25.04000775;-111.6599909;37605.5;Mexico;MEX
Ciudad Cortes;8.960369079;-83.53000248;3515.5;Costa Rica;CRI
Ciudad del Carmen;18.65365928;-91.82448019;148751.5;Mexico;MEX
Ciudad del Este;-25.51669961;-54.61605676;320872;Paraguay;PRY
Ciudad Guayana;8.370017516;-62.61998682;634317.5;Venezuela;VEN
Ciudad Guzman;19.71041058;-103.4600004;90480;Mexico;MEX
Ciudad Hidalgo;19.67997316;-100.569996;59573.5;Mexico;MEX
Ciudad Jurez;31.69037701;-106.4900481;1343000;Mexico;MEX
Ciudad Madero;22.31890769;-97.836106;165411.5;Mexico;MEX
Ciudad Mante;22.73335268;-98.95001734;78299.5;Mexico;MEX
Ciudad Obregon;27.46660382;-109.9249805;273082;Mexico;MEX
Ciudad Valles;21.97998781;-99.02001306;112234;Mexico;MEX
Ciudad Victoria;23.71995913;-99.12998051;272411.5;Mexico;MEX
Civitavecchia;42.10041343;11.79999263;55674;Italy;ITA
Clare;-33.8328845;138.6000048;2729;Australia;AUS
Clarksburg;39.28327272;-80.33691573;22502.5;United States of America;USA
Clarksville;36.5300816;-87.35943282;122115;United States of America;USA
Cleburne;32.35152529;-97.39248967;32263;United States of America;USA
Clermont-Ferrand;45.77998212;3.080008096;185865.5;France;FRA
Cleveland;41.4699868;-81.69499821;1169757;United States of America;USA
Cliza;-17.58999998;-65.9299915;12235;Bolivia;BOL
Cloncurry;-20.69999103;140.4999922;1202;Australia;AUS
Clovis;34.40506919;-103.2047706;33477.5;United States of America;USA
Cluj-Napoca;46.78842185;23.5984456;299444.5;Romania;ROU
Coalcoman;18.78038983;-103.1499677;9687.5;Mexico;MEX
Coari;-4.079971905;-63.12998153;51897.5;Brazil;BRA
Coatzacoalcos;18.12040428;-94.4200096;259001;Mexico;MEX
Cobalt;47.38370852;-79.68331222;1372;Canada;CAN
Coban;15.46999758;-90.3799978;59284.5;Guatemala;GTM
Cobija;-11.03334593;-68.73330876;35511;Bolivia;BOL
Cobram;-35.91963051;145.6500138;4659;Australia;AUS
Coburg;50.26660748;10.96660681;51477.5;Germany;DEU
Cochabamba;-17.41001097;-66.16997685;804138;Bolivia;BOL
Cochrane;49.06701662;-81.01656417;4441;Canada;CAN
Cochrane;-47.26627643;-72.54994918;4441;Chile;CHL
Codo;-4.479585756;-43.8799679;83288;Brazil;BRA
Cody;44.52321128;-109.0571007;8976.5;United States of America;USA
Coeur d'Alene;47.67808331;-116.7794458;34514;United States of America;USA
Coffeyville;37.03806093;-95.6263184;10955;United States of America;USA
Coffs Harbour;-30.3070532;153.1122973;48961;Australia;AUS
Coihaique;-45.56999754;-72.07000431;43221;Chile;CHL
Coimbatore;10.99996035;76.95002112;1327911.5;India;IND
Coimbra;40.20037437;-8.41668034;97856.5;Portugal;PRT
Cojutepeque;13.71670204;-88.9333016;48411;El Salvador;SLV
Colac;-38.33953449;143.5800109;7450;Australia;AUS
Cold Bay;55.20000144;-162.7150916;154;United States of America;USA
Colesberg;-30.71953449;25.10000769;7491;South Africa;ZAF
Colider;-10.81728676;-55.45057947;27139;Brazil;BRA
Colima;19.22997479;-103.7200104;175261;Mexico;MEX
Colinas;-6.039542217;-44.2399976;13562.5;Brazil;BRA
Collipulli;-37.95997109;-72.43000818;11307.5;Chile;CHL
Cologne;50.93000368;6.950004434;983697.5;Germany;DEU
Colombo;6.931965758;79.85775061;217000;Sri Lanka;LKA
Colon;22.71958091;-80.90579574;40677;Cuba;CUB
Colon;9.365021382;-79.8749801;170488;Panama;PAN
Colonia del Sacramento;-34.47999901;-57.84000247;21714;Uruguay;URY
Colorado Springs;38.86296246;-104.7919863;427272;United States of America;USA
Columbia;35.61499534;-87.03526656;74866;United States of America;USA
Columbia;38.95207847;-92.33390955;244754;United States of America;USA
Columbia;34.0399752;-80.89998214;257185.5;United States of America;USA
Columbus;32.47043276;-84.98001734;202225;United States of America;USA
Columbus;39.97997438;-82.9900096;1003418;United States of America;USA
Comallo;-41.03332355;-70.26657434;741;Argentina;ARG
Comandante Fontana;-25.33329995;-59.68331852;4277;Argentina;ARG
Comayagua;14.46039512;-87.64998356;64963;Honduras;HND
Combarbala;-31.18002317;-70.99999211;5134;Chile;CHL
Comendador;18.875997;-71.70699546;35901;Dominican Republic;DOM
Comilla;23.47041363;91.16998002;389411;Bangladesh;BGD
Como;45.81000612;9.08000362;167438;Italy;ITA
Comodoro Rivadavia;-45.87003091;-67.49999903;123291;Argentina;ARG
Comondante Luis Piedrabuena;-49.97454865;-68.90347273;410;Argentina;ARG
Compostela;21.23042116;-104.8999901;15192;Mexico;MEX
Conakry;9.531522846;-13.68023503;1494000;Guinea;GIN
Conceicao do Araguaia;-8.250001608;-49.29002527;27115;Brazil;BRA
Concepcion;-36.83001422;-73.05002202;550864;Chile;CHL
Concepcion;-23.40638914;-57.43441187;53620.5;Paraguay;PRY
Concepcion del Uruguay;-32.47999551;-58.23999577;48275;Argentina;ARG
Concord;43.20807192;-71.53804712;42646.5;United States of America;USA
Concordia;-31.38957111;-58.02998275;132760.5;Argentina;ARG
Concordia;-27.23003172;-52.03001306;46124.5;Brazil;BRA
Concordia Research Station;-74.66630939;124.1670357;15;Antarctica;ATA
Conroe;30.31206321;-95.45586369;41643;United States of America;USA
Conselheiro Lafaiete;-20.6700187;-43.78999923;102926;Brazil;BRA
Constanta;44.20266237;28.60997432;285112.5;Romania;ROU
Constantine;36.35998863;6.599948281;527638;Algeria;DZA
Constitucion;-35.32958901;-72.41998295;26902.5;Chile;CHL
Contamana;-7.340031312;-75.01997929;16403;Peru;PER
Conway;35.09128054;-92.4513184;56759.5;United States of America;USA
Cooma;-36.23955931;149.1200345;5661.5;Australia;AUS
Coos Bay;43.36661521;-124.2165888;23685;United States of America;USA
Copiapo;-27.35999795;-70.33998071;117316.5;Chile;CHL
Coquimbo;-29.95291461;-71.34361454;159082.5;Chile;CHL
Coracora;-15.01961424;-73.78997685;6433.5;Peru;PER
Coral Gables;25.71541872;-80.29107874;98700.5;United States of America;USA
Coral Harbour;64.15377016;-83.17658736;834;Canada;CAN
Coral Springs;26.27083701;-80.27082158;185548;United States of America;USA
Cordoba;18.92038129;-96.91998621;177483;Mexico;MEX
Cordoba;37.87999921;-4.770003704;300512;Spain;ESP
Cordova;60.5427761;-145.7574962;1622.5;United States of America;USA
Cork;51.89860089;-8.49577112;162852;Ireland;IRL
Corner Brook;48.94999534;-57.93334782;19742;Canada;CAN
Cornwall;45.01705711;-74.73333012;47601.5;Canada;CAN
Coro;11.42001223;-69.67999516;184098;Venezuela;VEN
Coro Coro;-17.1696122;-68.44996688;1884;Bolivia;BOL
Coroata;-4.12958128;-44.15000309;34129;Brazil;BRA
Coroico;-16.18962034;-67.72001144;2361;Bolivia;BOL
Coronel;-37.02995034;-73.1600153;78594.5;Chile;CHL
Coronel Bogado;-27.17003538;-56.25003972;14297;Paraguay;PRY
